<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for boost::python::detail::container_element<std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > >, unsigned long, boost::python::detail::final_vector_derived_policies<std::vector<Eigen::Matrix<double, 3, 1, 0, 3, 1>, std::allocator<Eigen::Matrix<double, 3, 1, 0, 3, 1> > >, false> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<int, std::allocator<int> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<double, std::allocator<double> > already registered; second conversion method ignored.
<frozen importlib._bootstrap>:241: RuntimeWarning: to-Python converter for std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > already registered; second conversion method ignored.
WARNING: Can't find trunk frames in the model, can't measure leg spacing
WARNING: Can't find head frames in the model, camera_look_at won't work
gait_parameters {'dx': 0.0, 'dy': -0.03, 'dtheta': -0.06, 'duration': 8, 'hardware': True, 'double_support_ratio': 0.25, 'startend_double_support_ratio': 1.5, 'planned_timesteps': 48, 'replan_timesteps': 10, 'walk_com_height': 0.445, 'walk_foot_height': 0.03, 'walk_trunk_pitch': -5.7, 'walk_foot_rise_ratio': 0.3, 'single_support_duration': 0.45, 'single_support_timesteps': 10, 'foot_length': 0.22, 'feet_spacing': 0.114, 'zmp_margin': 0.02, 'foot_zmp_target_x': 0.0, 'foot_zmp_target_y': 0.0, 'walk_max_dtheta': 1.0, 'walk_max_dy': 0.04, 'walk_max_dx_forward': 0.1, 'walk_max_dx_backward': 0.03, 'joints': ['leg_left_ankle_roll_joint', 'leg_left_ankle_pitch_joint', 'leg_left_knee_pitch_joint', 'leg_left_hip_pitch_joint', 'leg_left_hip_yaw_joint', 'leg_left_hip_roll_joint', 'leg_right_ankle_roll_joint', 'leg_right_ankle_pitch_joint', 'leg_right_knee_pitch_joint', 'leg_right_hip_pitch_joint', 'leg_right_hip_yaw_joint', 'leg_right_hip_roll_joint', 'left_wrist_attachment_joint', 'left_fore_arm_joint', 'left_upper_arm_joint', 'left_shoulder_joint', 'right_wrist_attachment_joint', 'right_fore_arm_joint', 'right_upper_arm_joint', 'right_shoulder_joint'], 'joint_angles': {'left_wrist_attachment_joint': 30, 'left_fore_arm_joint': 0, 'left_upper_arm_joint': 0, 'left_shoulder_joint': 0, 'right_wrist_attachment_joint': -30, 'right_fore_arm_joint': 0, 'right_upper_arm_joint': 0, 'right_shoulder_joint': 0}}
Placing the robot in the initial position...
Initial position reached
{'leg_left_ankle_roll_joint': 0.022417203072902767, 'leg_left_ankle_pitch_joint': -0.5059276092896023, 'leg_left_knee_pitch_joint': 0.9506364098570349, 'leg_left_hip_pitch_joint': -0.3459466855481865, 'leg_left_hip_yaw_joint': -0.058808033675183426, 'leg_left_hip_roll_joint': -0.014223969166842572, 'leg_right_ankle_roll_joint': 0.023132128501599174, 'leg_right_ankle_pitch_joint': -0.5325962294907642, 'leg_right_knee_pitch_joint': 1.0365728634172415, 'leg_right_hip_pitch_joint': -0.40523604832223925, 'leg_right_hip_yaw_joint': -0.059362818967998526, 'leg_right_hip_roll_joint': -0.014683456908619002, 'left_wrist_attachment_joint': 0.5235987755982988, 'left_fore_arm_joint': 5.8316941912183146e-24, 'left_upper_arm_joint': -7.793079339037038e-24, 'left_shoulder_joint': -1.1511890120325652e-23, 'right_wrist_attachment_joint': -0.5235987755982988, 'right_fore_arm_joint': -6.9712228440119e-24, 'right_upper_arm_joint': 9.094434233889902e-24, 'right_shoulder_joint': 1.1730117803280123e-23}
## period: 1.17
You can open the visualizer by visiting the following URL:
http://127.0.0.1:7003/static/
Viewer URL: http://127.0.0.1:7003/static/
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07724
BAD root_position: -0.07724
BAD root_position: -0.07725
BAD root_position: -0.07749
BAD root_position: -0.07799
BAD root_position: -0.07864
BAD root_position: -0.07936
BAD root_position: -0.08005
BAD root_position: -0.08061
BAD root_position: -0.08097
BAD root_position: -0.08104
BAD root_position: -0.08104
BAD root_position: -0.08104
BAD root_position: -0.08104
BAD root_position: -0.08104
BAD root_position: -0.08104
BAD root_position: -0.08104
BAD root_position: -0.08098
BAD root_position: -0.08060
BAD root_position: -0.08000
BAD root_position: -0.07927
BAD root_position: -0.07852
BAD root_position: -0.07786
BAD root_position: -0.07740
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07725
BAD root_position: -0.07733
BAD root_position: -0.07772
BAD root_position: -0.07834
BAD root_position: -0.07908
BAD root_position: -0.07982
BAD root_position: -0.08048
BAD root_position: -0.08092
BAD root_position: -0.08106
BAD root_position: -0.08106
BAD root_position: -0.08106
BAD root_position: -0.08107
BAD root_position: -0.08107
BAD root_position: -0.08108
BAD root_position: -0.08108
BAD root_position: -0.08099
BAD root_position: -0.08058
BAD root_position: -0.07994
BAD root_position: -0.07920
BAD root_position: -0.07846
BAD root_position: -0.07782
BAD root_position: -0.07740
BAD root_position: -0.07729
BAD root_position: -0.07728
BAD root_position: -0.07728
BAD root_position: -0.07728
BAD root_position: -0.07727
BAD root_position: -0.07727
BAD root_position: -0.07726
BAD root_position: -0.07738
BAD root_position: -0.07780
BAD root_position: -0.07844
BAD root_position: -0.07918
BAD root_position: -0.07991
BAD root_position: -0.08054
BAD root_position: -0.08094
BAD root_position: -0.08104
BAD root_position: -0.08104
BAD root_position: -0.08105
BAD root_position: -0.08105
BAD root_position: -0.08106
BAD root_position: -0.08107
BAD root_position: -0.08107
BAD root_position: -0.08094
BAD root_position: -0.08049
BAD root_position: -0.07984
BAD root_position: -0.07909
BAD root_position: -0.07835
BAD root_position: -0.07774
BAD root_position: -0.07735
BAD root_position: -0.07727
BAD root_position: -0.07727
BAD root_position: -0.07726
BAD root_position: -0.07725
BAD root_position: -0.07724
BAD root_position: -0.07724
BAD root_position: -0.07723
BAD root_position: -0.07739
BAD root_position: -0.07785
BAD root_position: -0.07851
BAD root_position: -0.07926
BAD root_position: -0.07998
BAD root_position: -0.08058
BAD root_position: -0.08094
BAD root_position: -0.08100
BAD root_position: -0.08100
BAD root_position: -0.08100
BAD root_position: -0.08101
BAD root_position: -0.08101
BAD root_position: -0.08102
BAD root_position: -0.08102
BAD root_position: -0.08084
BAD root_position: -0.08036
BAD root_position: -0.07969
BAD root_position: -0.07894
BAD root_position: -0.07822
BAD root_position: -0.07764
BAD root_position: -0.07731
BAD root_position: -0.07727
BAD root_position: -0.07728
BAD root_position: -0.07728
BAD root_position: -0.07729
BAD root_position: -0.07729
BAD root_position: -0.07729
BAD root_position: -0.07730
BAD root_position: -0.07751
BAD root_position: -0.07801
BAD root_position: -0.07869
BAD root_position: -0.07945
BAD root_position: -0.08017
BAD root_position: -0.08074
BAD root_position: -0.08107
BAD root_position: -0.08110
BAD root_position: -0.08111
BAD root_position: -0.08111
BAD root_position: -0.08111
BAD root_position: -0.08112
BAD root_position: -0.08112
BAD root_position: -0.08112
BAD root_position: -0.08088
BAD root_position: -0.08036
BAD root_position: -0.07966
BAD root_position: -0.07890
BAD root_position: -0.07818
BAD root_position: -0.07762
BAD root_position: -0.07731
BAD root_position: -0.07728
BAD root_position: -0.07727
BAD root_position: -0.07726
BAD root_position: -0.07724
BAD root_position: -0.07723
BAD root_position: -0.07722
BAD root_position: -0.07722
BAD root_position: -0.07747
BAD root_position: -0.07799
BAD root_position: -0.07868
BAD root_position: -0.07943
BAD root_position: -0.08013
